"No.","Time","Source","Destination","Protocol","Length","Info"
"1461","27.664955","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 59658; Unit:   1, Func:   6: Write Single Register"
"1462","27.664994","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4033 Ack=4045 Win=10089 Len=0"
"1463","27.680026","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 59658; Unit:   1, Func:   6: Write Single Register"
"1464","27.680069","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4045 Ack=4045 Win=10089 Len=0"
"1465","27.680239","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 50315; Unit:   1, Func:   6: Write Single Register"
"1466","27.680275","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4045 Ack=4057 Win=10089 Len=0"
"1467","27.711315","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 50315; Unit:   1, Func:   6: Write Single Register"
"1468","27.711371","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4057 Ack=4057 Win=10089 Len=0"
"1469","27.711521","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 10029; Unit:   1, Func:   6: Write Single Register"
"1470","27.711540","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4057 Ack=4069 Win=10089 Len=0"
"1471","27.742550","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 10029; Unit:   1, Func:   6: Write Single Register"
"1472","27.742597","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4069 Ack=4069 Win=10089 Len=0"
"1473","27.742823","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 37738; Unit:   1, Func:   6: Write Single Register"
"1474","27.742862","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4069 Ack=4081 Win=10089 Len=0"
"1475","27.773804","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 37738; Unit:   1, Func:   6: Write Single Register"
"1476","27.773865","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4081 Ack=4081 Win=10089 Len=0"
"1477","27.774093","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 48539; Unit:   1, Func:   6: Write Single Register"
"1478","27.774131","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4081 Ack=4093 Win=10089 Len=0"
"1479","27.805019","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 48539; Unit:   1, Func:   6: Write Single Register"
"1480","27.805068","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4093 Ack=4093 Win=10089 Len=0"
"1481","27.805218","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 63209; Unit:   1, Func:   6: Write Single Register"
"1482","27.805248","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4093 Ack=4105 Win=10089 Len=0"
"1483","27.836295","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 63209; Unit:   1, Func:   6: Write Single Register"
"1484","27.836346","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4105 Ack=4105 Win=10088 Len=0"
"1485","27.836503","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 41295; Unit:   1, Func:   6: Write Single Register"
"1486","27.836535","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4105 Ack=4117 Win=10088 Len=0"
"1487","27.867563","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 41295; Unit:   1, Func:   6: Write Single Register"
"1488","27.867617","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4117 Ack=4117 Win=10088 Len=0"
"1489","27.867816","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 50993; Unit:   1, Func:   6: Write Single Register"
"1490","27.867853","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4117 Ack=4129 Win=10088 Len=0"
"1491","27.898876","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 50993; Unit:   1, Func:   6: Write Single Register"
"1492","27.898923","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4129 Ack=4129 Win=10088 Len=0"
"1493","27.899072","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 19513; Unit:   1, Func:   6: Write Single Register"
"1494","27.899102","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4129 Ack=4141 Win=10088 Len=0"
"1495","27.930013","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 19513; Unit:   1, Func:   6: Write Single Register"
"1496","27.930059","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4141 Ack=4141 Win=10088 Len=0"
"1497","27.930224","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 25940; Unit:   1, Func:   6: Write Single Register"
"1498","27.930257","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4141 Ack=4153 Win=10088 Len=0"
"1499","27.961311","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 25940; Unit:   1, Func:   6: Write Single Register"
"1500","27.961369","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4153 Ack=4153 Win=10088 Len=0"
"1501","27.961532","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 44754; Unit:   1, Func:   6: Write Single Register"
"1502","27.961562","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4153 Ack=4165 Win=10088 Len=0"
"1503","27.992593","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 44754; Unit:   1, Func:   6: Write Single Register"
"1504","27.992641","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4165 Ack=4165 Win=10088 Len=0"
"1505","27.992819","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  7565; Unit:   1, Func:   6: Write Single Register"
"1506","27.992855","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4165 Ack=4177 Win=10088 Len=0"
"1507","28.023740","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  7565; Unit:   1, Func:   6: Write Single Register"
"1508","28.023790","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4177 Ack=4177 Win=10088 Len=0"
"1509","28.023878","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 57598; Unit:   1, Func:   6: Write Single Register"
"1510","28.023902","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4177 Ack=4189 Win=10088 Len=0"
"1511","28.054999","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 57598; Unit:   1, Func:   6: Write Single Register"
"1512","28.055049","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4189 Ack=4189 Win=10088 Len=0"
"1513","28.055195","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 46112; Unit:   1, Func:   6: Write Single Register"
"1514","28.055226","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4189 Ack=4201 Win=10088 Len=0"
"1515","28.086201","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 46112; Unit:   1, Func:   6: Write Single Register"
"1516","28.086245","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4201 Ack=4201 Win=10088 Len=0"
"1517","28.086321","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 27860; Unit:   1, Func:   6: Write Single Register"
"1518","28.086343","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4201 Ack=4213 Win=10088 Len=0"
"1519","28.117438","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 27860; Unit:   1, Func:   6: Write Single Register"
"1520","28.117473","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4213 Ack=4213 Win=10088 Len=0"
"1521","28.211271","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   489; Unit:   1, Func:   3: Read Holding Registers"
"1522","28.211318","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1324 Ack=337 Win=10210 Len=0"
"1523","28.226931","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   489; Unit:   1, Func:   3: Read Holding Registers"
"1524","28.226973","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=337 Ack=1373 Win=10145 Len=0"
"1525","28.618227","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 39471; Unit:   1, Func:   6: Write Single Register"
"1526","28.618276","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4213 Ack=4225 Win=10088 Len=0"
"1527","28.634140","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 39471; Unit:   1, Func:   6: Write Single Register"
"1528","28.634192","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4225 Ack=4225 Win=10088 Len=0"
"1529","28.634502","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 52197; Unit:   1, Func:   6: Write Single Register"
"1530","28.634544","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4225 Ack=4237 Win=10088 Len=0"
"1531","28.664495","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 52197; Unit:   1, Func:   6: Write Single Register"
"1532","28.664547","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4237 Ack=4237 Win=10088 Len=0"
"1533","28.664694","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 11238; Unit:   1, Func:   6: Write Single Register"
"1534","28.664715","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4237 Ack=4249 Win=10088 Len=0"
"1535","28.695608","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 11238; Unit:   1, Func:   6: Write Single Register"
"1536","28.695662","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4249 Ack=4249 Win=10088 Len=0"
"1537","28.695876","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 23400; Unit:   1, Func:   6: Write Single Register"
"1538","28.695910","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4249 Ack=4261 Win=10088 Len=0"
"1539","28.726927","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 23400; Unit:   1, Func:   6: Write Single Register"
"1540","28.726980","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4261 Ack=4261 Win=10088 Len=0"
"1541","28.727144","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 53599; Unit:   1, Func:   6: Write Single Register"
"1542","28.727177","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4261 Ack=4273 Win=10088 Len=0"
"1543","28.758127","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 53599; Unit:   1, Func:   6: Write Single Register"
"1544","28.758155","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4273 Ack=4273 Win=10088 Len=0"
"1545","28.758376","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 31142; Unit:   1, Func:   6: Write Single Register"
"1546","28.758409","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4273 Ack=4285 Win=10088 Len=0"
"1547","28.789335","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 31142; Unit:   1, Func:   6: Write Single Register"
"1548","28.789373","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4285 Ack=4285 Win=10088 Len=0"
"1549","28.789491","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 25840; Unit:   1, Func:   6: Write Single Register"
"1550","28.789515","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4285 Ack=4297 Win=10088 Len=0"
"1551","28.820576","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 25840; Unit:   1, Func:   6: Write Single Register"
"1552","28.820619","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4297 Ack=4297 Win=10088 Len=0"
"1553","28.820671","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 60660; Unit:   1, Func:   6: Write Single Register"
"1554","28.820690","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4297 Ack=4309 Win=10088 Len=0"
"1555","28.851821","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 60660; Unit:   1, Func:   6: Write Single Register"
"1556","28.851856","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4309 Ack=4309 Win=10088 Len=0"
"1557","29.242507","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   490; Unit:   1, Func:   3: Read Holding Registers"
"1558","29.242558","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1373 Ack=349 Win=10210 Len=0"
"1559","29.258093","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   490; Unit:   1, Func:   3: Read Holding Registers"
"1560","29.258134","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=349 Ack=1422 Win=10145 Len=0"
"1561","29.258166","192.168.1.12","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"1562","29.258229","127.0.0.1","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"1563","29.368084","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 62112; Unit:   1, Func:   6: Write Single Register"
"1564","29.368123","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4309 Ack=4321 Win=10088 Len=0"
"1565","29.383133","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 62112; Unit:   1, Func:   6: Write Single Register"
"1566","29.383161","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4321 Ack=4321 Win=10088 Len=0"
"1567","29.383281","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 25859; Unit:   1, Func:   6: Write Single Register"
"1568","29.383298","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4321 Ack=4333 Win=10088 Len=0"
"1569","29.414462","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 25859; Unit:   1, Func:   6: Write Single Register"
"1570","29.414514","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4333 Ack=4333 Win=10088 Len=0"
"1571","29.414679","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 36273; Unit:   1, Func:   6: Write Single Register"
"1572","29.414697","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4333 Ack=4345 Win=10088 Len=0"
"1573","29.445652","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 36273; Unit:   1, Func:   6: Write Single Register"
"1574","29.445700","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4345 Ack=4345 Win=10088 Len=0"
"1575","29.445933","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 27903; Unit:   1, Func:   6: Write Single Register"
"1576","29.445967","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4345 Ack=4357 Win=10088 Len=0"
"1577","29.476839","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 27903; Unit:   1, Func:   6: Write Single Register"
"1578","29.476888","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4357 Ack=4357 Win=10088 Len=0"
"1579","29.476958","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 61238; Unit:   1, Func:   6: Write Single Register"
"1580","29.476980","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4357 Ack=4369 Win=10088 Len=0"
"1581","29.508069","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 61238; Unit:   1, Func:   6: Write Single Register"
"1582","29.508103","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4369 Ack=4369 Win=10087 Len=0"
"1583","29.508187","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 55572; Unit:   1, Func:   6: Write Single Register"
"1584","29.508208","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4369 Ack=4381 Win=10087 Len=0"
"1585","29.539505","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 55572; Unit:   1, Func:   6: Write Single Register"
"1586","29.539557","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4381 Ack=4381 Win=10087 Len=0"
"1587","29.539640","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 30712; Unit:   1, Func:   6: Write Single Register"
"1588","29.539665","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4381 Ack=4393 Win=10087 Len=0"
"1589","29.570706","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 30712; Unit:   1, Func:   6: Write Single Register"
"1590","29.570753","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4393 Ack=4393 Win=10087 Len=0"
"1591","29.570895","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 37870; Unit:   1, Func:   6: Write Single Register"
"1592","29.570914","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4393 Ack=4405 Win=10087 Len=0"
"1593","29.601957","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 37870; Unit:   1, Func:   6: Write Single Register"
"1594","29.602017","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4405 Ack=4405 Win=10087 Len=0"
"1595","30.118181","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 13704; Unit:   1, Func:   6: Write Single Register"
"1596","30.118222","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4405 Ack=4417 Win=10087 Len=0"
"1597","30.133241","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 13704; Unit:   1, Func:   6: Write Single Register"
"1598","30.133290","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4417 Ack=4417 Win=10087 Len=0"
"1599","30.133466","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 12981; Unit:   1, Func:   6: Write Single Register"
"1600","30.133485","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4417 Ack=4429 Win=10087 Len=0"
"1601","30.164476","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 12981; Unit:   1, Func:   6: Write Single Register"
"1602","30.164532","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4429 Ack=4429 Win=10087 Len=0"
"1603","30.164733","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 55283; Unit:   1, Func:   6: Write Single Register"
"1604","30.164769","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4429 Ack=4441 Win=10087 Len=0"
"1605","30.195687","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 55283; Unit:   1, Func:   6: Write Single Register"
"1606","30.195736","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4441 Ack=4441 Win=10087 Len=0"
"1607","30.195949","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 25977; Unit:   1, Func:   6: Write Single Register"
"1608","30.195971","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4441 Ack=4453 Win=10087 Len=0"
"1609","30.226877","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 25977; Unit:   1, Func:   6: Write Single Register"
"1610","30.226925","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4453 Ack=4453 Win=10087 Len=0"
"1611","30.227102","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  3716; Unit:   1, Func:   6: Write Single Register"
"1612","30.227135","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4453 Ack=4465 Win=10087 Len=0"
"1613","30.258098","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  3716; Unit:   1, Func:   6: Write Single Register"
"1614","30.258144","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4465 Ack=4465 Win=10087 Len=0"
"1615","30.258249","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 54325; Unit:   1, Func:   6: Write Single Register"
"1616","30.258273","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4465 Ack=4477 Win=10087 Len=0"
"1617","30.273697","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   491; Unit:   1, Func:   3: Read Holding Registers"
"1618","30.273723","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1422 Ack=361 Win=10210 Len=0"
"1619","30.289324","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 54325; Unit:   1, Func:   6: Write Single Register"
"1620","30.289353","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4477 Ack=4477 Win=10087 Len=0"
"1621","30.289426","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 39765; Unit:   1, Func:   6: Write Single Register"
"1622","30.289445","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4477 Ack=4489 Win=10087 Len=0"
"1623","30.304939","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   491; Unit:   1, Func:   3: Read Holding Registers"
"1624","30.304969","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=361 Ack=1471 Win=10144 Len=0"
"1625","30.320628","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 39765; Unit:   1, Func:   6: Write Single Register"
"1626","30.320671","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4489 Ack=4489 Win=10087 Len=0"
"1627","30.320875","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 26767; Unit:   1, Func:   6: Write Single Register"
"1628","30.320909","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4489 Ack=4501 Win=10087 Len=0"
"1629","30.351876","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 26767; Unit:   1, Func:   6: Write Single Register"
"1630","30.351924","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4501 Ack=4501 Win=10087 Len=0"
"1631","30.868065","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 42841; Unit:   1, Func:   6: Write Single Register"
"1632","30.868104","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4501 Ack=4513 Win=10087 Len=0"
"1633","30.883080","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 42841; Unit:   1, Func:   6: Write Single Register"
"1634","30.883107","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4513 Ack=4513 Win=10087 Len=0"
"1635","30.883291","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 60904; Unit:   1, Func:   6: Write Single Register"
"1636","30.883325","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4513 Ack=4525 Win=10087 Len=0"
"1637","30.914419","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 60904; Unit:   1, Func:   6: Write Single Register"
"1638","30.914471","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4525 Ack=4525 Win=10087 Len=0"
"1639","30.914653","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 49503; Unit:   1, Func:   6: Write Single Register"
"1640","30.914671","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4525 Ack=4537 Win=10087 Len=0"
"1641","30.945695","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 49503; Unit:   1, Func:   6: Write Single Register"
"1642","30.945752","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4537 Ack=4537 Win=10087 Len=0"
"1643","30.945912","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  9710; Unit:   1, Func:   6: Write Single Register"
"1644","30.945932","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4537 Ack=4549 Win=10087 Len=0"
"1645","30.976874","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  9710; Unit:   1, Func:   6: Write Single Register"
"1646","30.976922","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4549 Ack=4549 Win=10087 Len=0"
"1647","30.976988","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 54035; Unit:   1, Func:   6: Write Single Register"
"1648","30.977007","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4549 Ack=4561 Win=10087 Len=0"
"1649","31.008130","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 54035; Unit:   1, Func:   6: Write Single Register"
"1650","31.008173","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4561 Ack=4561 Win=10087 Len=0"
"1651","31.008375","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 59070; Unit:   1, Func:   6: Write Single Register"
"1652","31.008411","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4561 Ack=4573 Win=10087 Len=0"
"1653","31.039492","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 59070; Unit:   1, Func:   6: Write Single Register"
"1654","31.039588","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4573 Ack=4573 Win=10087 Len=0"
"1655","31.039817","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 55663; Unit:   1, Func:   6: Write Single Register"
"1656","31.039854","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4573 Ack=4585 Win=10087 Len=0"
"1657","31.070674","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 55663; Unit:   1, Func:   6: Write Single Register"
"1658","31.070722","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4585 Ack=4585 Win=10087 Len=0"
"1659","31.070909","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 50348; Unit:   1, Func:   6: Write Single Register"
"1660","31.070953","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=4585 Ack=4597 Win=10087 Len=0"
"1661","31.101925","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 50348; Unit:   1, Func:   6: Write Single Register"
"1662","31.101974","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=4597 Ack=4597 Win=10087 Len=0"
"1663","31.102099","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 64397; Unit:   1, Func:   6: Write Single Register"
